,0,1,2,3
423,6.0,0.0,1.0,6.0
424,4.0,0.0,2.0,9.0
425,0.0,0.0,2.0,11.0
426,1.0,0.0,2.0,7.0
427,2.0,0.0,1.0,6.0
428,9.0,-0.0,1.0,7.0
429,6.0,0.0,1.0,7.0
430,0.0,0.0,2.0,12.0
431,7.0,0.0,1.0,8.0
432,8.0,-0.0,1.0,6.0
433,2.0,0.0,1.0,7.0
434,5.0,0.0,2.0,12.0
435,2.0,0.0,1.0,8.0
436,8.0,-0.0,1.0,7.0
437,6.0,0.0,1.0,8.0
438,1.0,0.0,2.0,8.0
439,2.0,0.0,1.0,9.0
440,5.0,0.0,2.0,13.0
441,9.0,-0.0,1.0,8.0
442,1.0,0.0,2.0,9.0
443,9.0,-0.0,1.0,9.0
444,0.0,0.0,2.0,13.0
445,5.0,0.0,2.0,14.0
446,4.0,0.0,2.0,10.0
447,8.0,-0.0,1.0,8.0
448,6.0,26.0,2.0,8.0
449,7.0,0.0,1.0,9.0
450,2.0,50.0,2.0,9.0
451,1.0,0.0,2.0,10.0
452,6.0,0.0,2.0,9.0
453,8.0,-0.0,1.0,9.0
454,3.0,0.0,1.0,7.0
455,1.0,0.0,2.0,11.0
456,4.0,0.0,2.0,11.0
457,6.0,0.0,2.0,10.0
458,2.0,50.0,3.0,9.0
459,9.0,-0.0,1.0,10.0
460,9.0,-0.0,1.0,11.0
461,6.0,0.0,2.0,11.0
462,4.0,0.0,2.0,12.0
463,2.0,0.0,3.0,10.0
464,2.0,0.0,3.0,11.0
465,0.0,0.0,2.0,14.0
466,7.0,0.0,1.0,10.0
467,2.0,0.0,3.0,12.0
468,9.0,-90.0,1.0,12.0
469,1.0,0.0,2.0,12.0
470,4.0,0.0,2.0,13.0
471,4.0,0.0,2.0,14.0
472,5.0,0.0,2.0,15.0
473,6.0,0.0,2.0,12.0
474,1.0,0.0,2.0,13.0
475,4.0,0.0,2.0,15.0
476,6.0,0.0,2.0,13.0
477,2.0,0.0,3.0,13.0
478,8.0,-0.0,1.0,10.0
479,9.0,-0.0,1.0,13.0
480,5.0,0.0,2.0,16.0
481,3.0,0.0,1.0,8.0
482,9.0,-0.0,1.0,14.0
483,2.0,0.0,3.0,14.0
484,8.0,-0.0,1.0,11.0
485,1.0,0.0,2.0,14.0
486,3.0,0.0,1.0,9.0
487,4.0,0.0,2.0,16.0
488,0.0,0.0,2.0,15.0
489,2.0,0.0,3.0,15.0
490,6.0,0.0,2.0,14.0
491,1.0,0.0,2.0,15.0
492,3.0,60.0,2.0,9.0
493,0.0,0.0,2.0,16.0
494,6.0,0.0,2.0,15.0
495,0.0,0.0,2.0,17.0
496,7.0,0.0,1.0,11.0
497,2.0,0.0,3.0,16.0
498,6.0,0.0,2.0,16.0
499,0.0,0.0,2.0,18.0
500,1.0,100.0,3.0,15.0
501,2.0,0.0,3.0,17.0
502,3.0,0.0,2.0,10.0
503,2.0,0.0,3.0,18.0
504,5.0,0.0,2.0,17.0
505,3.0,0.0,2.0,11.0
506,9.0,-0.0,1.0,15.0
507,3.0,60.0,3.0,11.0
